reporting_area,lat,long,geom,reporting_cluster
362,42.29235898162541,-71.07071582142832,POINT(-71.07071582142832 42.29235898162541),212
363,42.29400389610076,-71.06087020408583,POINT(-71.06087020408583 42.29400389610076),251
364,42.29500366158508,-71.05775018638325,POINT(-71.05775018638325 42.29500366158508),178
365,42.291379688225454,-71.0605378989092,POINT(-71.0605378989092 42.291379688225454),251
366,42.28973668422278,-71.06049003720199,POINT(-71.06049003720199 42.28973668422278),69
367,42.29743950439595,-71.05774026593274,POINT(-71.05774026593274 42.29743950439595),178
368,42.29432087285235,-71.05328092560406,POINT(-71.05328092560406 42.29432087285235),325
369,42.29462834775934,-71.05113235153523,POINT(-71.05113235153523 42.29462834775934),325
37,42.383424036826945,-71.06577925951912,POINT(-71.06577925951912 42.383424036826945),322
370,42.29635907625882,-71.04861856304944,POINT(-71.04861856304944 42.29635907625882),444
372,42.29032998445857,-71.04059717229303,POINT(-71.04059717229303 42.29032998445857),298
373,42.292246115634256,-71.04832583358515,POINT(-71.04832583358515 42.292246115634256),352
374,42.29063856584342,-71.04696044566263,POINT(-71.04696044566263 42.29063856584342),352
375,42.28793632954848,-71.04545149851619,POINT(-71.04545149851619 42.28793632954848),264
376,42.28700553319144,-71.04156627666667,POINT(-71.04156627666667 42.28700553319144),90
377,42.2912138638591,-71.05141473104014,POINT(-71.05141473104014 42.2912138638591),20
378,42.2880206869684,-71.05078792781073,POINT(-71.05078792781073 42.2880206869684),448
379,42.28419893875304,-71.05379854295833,POINT(-71.05379854295833 42.28419893875304),321
38,42.37589416063026,-71.05258844867335,POINT(-71.05258844867335 42.37589416063026),340
380,42.28509002407644,-71.04868381280254,POINT(-71.04868381280254 42.28509002407644),68
381,42.286594358566134,-71.04571228731608,POINT(-71.04571228731608 42.286594358566134),264
382,42.28166904785361,-71.0545709113658,POINT(-71.0545709113658 42.28166904785361),96
383,42.28537568494623,-71.0522740145161,POINT(-71.0522740145161 42.28537568494623),321
384,42.28229931958331,-71.04857154888884,POINT(-71.04857154888884 42.28229931958331),68
385,42.28246885509055,-71.04689060079168,POINT(-71.04689060079168 42.28246885509055),68
386,42.28543337153844,-71.04262227692305,POINT(-71.04262227692305 42.28543337153844),90
387,42.274909514187755,-71.06124034824883,POINT(-71.06124034824883 42.274909514187755),294
388,42.277587949648414,-71.06619347191243,POINT(-71.06619347191243 42.277587949648414),146
389,42.28133452770122,-71.05763058306522,POINT(-71.05763058306522 42.28133452770122),310
39,42.37101219426471,-71.06055425044119,POINT(-71.06055425044119 42.37101219426471),104
390,42.28303875006579,-71.05814026065792,POINT(-71.05814026065792 42.28303875006579),310
391,42.31176717308418,-71.06322045386268,POINT(-71.06322045386268 42.31176717308418),305
392,42.28988898966551,-71.05670053661713,POINT(-71.05670053661713 42.28988898966551),492
393,42.2878373686676,-71.06087836998724,POINT(-71.06087836998724 42.2878373686676),69
394,42.284470583590725,-71.06264026841687,POINT(-71.06264026841687 42.284470583590725),399
395,42.3077212495313,-71.06956072300432,POINT(-71.06956072300432 42.3077212495313),37
396,42.291022408992276,-71.06393251180188,POINT(-71.06393251180188 42.291022408992276),346
397,42.29035449091313,-71.06826092308692,POINT(-71.06826092308692 42.29035449091313),4
398,42.28979255198046,-71.07058633137238,POINT(-71.07058633137238 42.28979255198046),4
399,42.28715920383787,-71.07056055037833,POINT(-71.07056055037833 42.28715920383787),291
4,42.38322631484206,-70.9996538545263,POINT(-70.9996538545263 42.38322631484206),397
40,42.37298189986176,-71.06048387751149,POINT(-71.06048387751149 42.37298189986176),104
400,42.28562746570098,-71.0690983292057,POINT(-71.0690983292057 42.28562746570098),291
401,42.28691529777766,-71.06543778700343,POINT(-71.06543778700343 42.28691529777766),139
402,42.286220506843065,-71.06831216099394,POINT(-71.06831216099394 42.286220506843065),291
403,42.28123712549845,-71.0681184454485,POINT(-71.0681184454485 42.28123712549845),377
404,42.277883510772945,-71.06732566599042,POINT(-71.06732566599042 42.277883510772945),146
405,42.27382826753898,-71.06848835271026,POINT(-71.06848835271026 42.27382826753898),42
406,42.27148419356721,-71.0753048936432,POINT(-71.0753048936432 42.27148419356721),135
407,42.27290123015628,-71.07118494921876,POINT(-71.07118494921876 42.27290123015628),433
408,42.272535422214,-71.07464484833953,POINT(-71.07464484833953 42.272535422214),135
409,42.27241678207409,-71.0769701125185,POINT(-71.0769701125185 42.27241678207409),135
41,42.376326681633934,-71.05652723703076,POINT(-71.05652723703076 42.376326681633934),414
410,42.276409493058225,-71.07355822257293,POINT(-71.07355822257293 42.276409493058225),256
411,42.27530537919709,-71.07862051547451,POINT(-71.07862051547451 42.27530537919709),398
412,42.278447196190456,-71.08092776539688,POINT(-71.08092776539688 42.278447196190456),214
413,42.277461749033286,-71.07569613276657,POINT(-71.07569613276657 42.277461749033286),73
414,42.27682871326322,-71.07131103363163,POINT(-71.07131103363163 42.27682871326322),256
415,42.27904228307189,-71.0720984285621,POINT(-71.0720984285621 42.27904228307189),256
416,42.27960728041714,-71.07536261493725,POINT(-71.07536261493725 42.27960728041714),73
417,42.28275351292116,-71.07415185707899,POINT(-71.07415185707899 42.28275351292116),202
418,42.285060984859086,-71.08062781239288,POINT(-71.08062781239288 42.285060984859086),354
419,42.284744471405446,-71.07598942035126,POINT(-71.07598942035126 42.284744471405446),202
42,42.379356567878794,-71.05545108808077,POINT(-71.05545108808077 42.379356567878794),55
420,42.27827615867965,-71.0839057949877,POINT(-71.0839057949877 42.27827615867965),214
421,42.27758662846744,-71.08714189589777,POINT(-71.08714189589777 42.27758662846744),292
422,42.271351417777794,-71.08227237972642,POINT(-71.08227237972642 42.271351417777794),164
423,42.27260188195745,-71.08596808663832,POINT(-71.08596808663832 42.27260188195745),465
424,42.27217746981042,-71.08914879436026,POINT(-71.08914879436026 42.27217746981042),56
425,42.27170312079899,-71.09198865399469,POINT(-71.09198865399469 42.27170312079899),287
426,42.26912315120474,-71.09253200423939,POINT(-71.09253200423939 42.26912315120474),287
427,42.28069102906479,-71.09126295844266,POINT(-71.09126295844266 42.28069102906479),70
428,42.28192410258447,-71.08951474547017,POINT(-71.08951474547017 42.28192410258447),70
429,42.284015328919665,-71.08744144071993,POINT(-71.08744144071993 42.284015328919665),451
43,42.38011260368422,-71.05759959127822,POINT(-71.05759959127822 42.38011260368422),55
430,42.28563531362297,-71.09012622508969,POINT(-71.09012622508969 42.28563531362297),282
431,42.28800983549249,-71.08829389761358,POINT(-71.08829389761358 42.28800983549249),490
432,42.28593243890729,-71.08344077927372,POINT(-71.08344077927372 42.28593243890729),262
433,42.28261871238933,-71.08288897858402,POINT(-71.08288897858402 42.28261871238933),25
434,42.284224533272734,-71.07971195260306,POINT(-71.07971195260306 42.284224533272734),354
435,42.28712719592853,-71.07514948063964,POINT(-71.07514948063964 42.28712719592853),453
436,42.2884398094237,-71.07312286711866,POINT(-71.07312286711866 42.2884398094237),114
437,42.289226671102846,-71.07571787073519,POINT(-71.07571787073519 42.289226671102846),453
438,42.29132706430519,-71.0766746325085,POINT(-71.0766746325085 42.29132706430519),61
439,42.29021212364492,-71.08522951306993,POINT(-71.08522951306993 42.29021212364492),44
44,42.3802426754128,-71.06095207408254,POINT(-71.06095207408254 42.3802426754128),145
440,42.29411462641904,-71.08676414270272,POINT(-71.08676414270272 42.29411462641904),467
441,42.295008897480955,-71.08331576221917,POINT(-71.08331576221917 42.295008897480955),413
442,42.29335053975213,-71.08066841495587,POINT(-71.08066841495587 42.29335053975213),255
443,42.29556187236247,-71.07983398679613,POINT(-71.07983398679613 42.29556187236247),255
444,42.297880418418536,-71.08485776546047,POINT(-71.08485776546047 42.297880418418536),179
445,42.29842051976243,-71.08040349457426,POINT(-71.08040349457426 42.29842051976243),475
446,42.29686915355086,-71.07745746371327,POINT(-71.07745746371327 42.29686915355086),498
447,42.29516238965515,-71.07749129921608,POINT(-71.07749129921608 42.29516238965515),498
448,42.293679320796855,-71.07674197706946,POINT(-71.07674197706946 42.293679320796855),61
449,42.29195247873052,-71.0753991739643,POINT(-71.0753991739643 42.29195247873052),61
45,42.38034256838033,-71.06289509323935,POINT(-71.06289509323935 42.38034256838033),145
450,42.29280252953189,-71.07252169805508,POINT(-71.07252169805508 42.29280252953189),212
451,42.29495803464797,-71.07292713728393,POINT(-71.07292713728393 42.29495803464797),160
452,42.29578025911115,-71.07367447450787,POINT(-71.07367447450787 42.29578025911115),160
453,42.297678154292896,-71.07438313354426,POINT(-71.07438313354426 42.297678154292896),160
454,42.300886679780334,-71.0777783165467,POINT(-71.0777783165467 42.300886679780334),122
455,42.30105899423261,-71.0778284705291,POINT(-71.0778284705291 42.30105899423261),122
456,42.30327084837533,-71.08055728705982,POINT(-71.08055728705982 42.30327084837533),442
457,42.2996535308508,-71.08427983626785,POINT(-71.08427983626785 42.2996535308508),179
458,42.30302737564194,-71.0836067727493,POINT(-71.0836067727493 42.30302737564194),21
459,42.30346736914084,-71.08039248041636,POINT(-71.08039248041636 42.30346736914084),442
46,42.38141319471428,-71.06559399014282,POINT(-71.06559399014282 42.38141319471428),322
460,42.305050868571485,-71.07906201510482,POINT(-71.07906201510482 42.305050868571485),236
461,42.30383677778199,-71.07559552119429,POINT(-71.07559552119429 42.30383677778199),474
462,42.30299585729341,-71.07333502498173,POINT(-71.07333502498173 42.30299585729341),182
463,42.295263192380546,-71.08956751022406,POINT(-71.08956751022406 42.295263192380546),183
464,42.30390245902622,-71.08868569271557,POINT(-71.08868569271557 42.30390245902622),303
465,42.285832554280105,-71.09083077642113,POINT(-71.09083077642113 42.285832554280105),282
466,42.284218913369926,-71.09356997320515,POINT(-71.09356997320515 42.284218913369926),171
467,42.284016824707095,-71.09666948603524,POINT(-71.09666948603524 42.284016824707095),171
468,42.280233749875855,-71.0951712754852,POINT(-71.0951712754852 42.280233749875855),304
469,42.277447722483295,-71.09534350710791,POINT(-71.09534350710791 42.277447722483295),483
47,42.382847977253896,-71.06914444181346,POINT(-71.06914444181346 42.382847977253896),491
470,42.276415099869176,-71.09939320304655,POINT(-71.09939320304655 42.276415099869176),97
471,42.27646896999999,-71.10199121333335,POINT(-71.10199121333335 42.27646896999999),97
472,42.273689810591,-71.09657127950342,POINT(-71.09657127950342 42.273689810591),330
473,42.273818315550415,-71.1070013909175,POINT(-71.1070013909175 42.273818315550415),326
474,42.27244538988885,-71.10288124266681,POINT(-71.10288124266681 42.27244538988885),194
475,42.271210797836844,-71.10053676265942,POINT(-71.10053676265942 42.271210797836844),376
476,42.26933015841326,-71.09463988473657,POINT(-71.09463988473657 42.26933015841326),287
477,42.27696469404761,-71.10682728392855,POINT(-71.10682728392855 42.27696469404761),326
478,42.270714239222904,-71.10800127775038,POINT(-71.10800127775038 42.270714239222904),62
479,42.27033343552815,-71.10428415936632,POINT(-71.10428415936632 42.27033343552815),194
48,42.39102335586664,-71.06994781040002,POINT(-71.06994781040002 42.39102335586664),129
480,42.2699736046154,-71.10101470797055,POINT(-71.10101470797055 42.2699736046154),376
481,42.26750633514653,-71.09752099174325,POINT(-71.09752099174325 42.26750633514653),12
482,42.26611438207053,-71.09654249174129,POINT(-71.09654249174129 42.26611438207053),12
483,42.26339407032896,-71.10059852861848,POINT(-71.10059852861848 42.26339407032896),105
484,42.26217419683014,-71.10321298539618,POINT(-71.10321298539618 42.26217419683014),105
485,42.26464944600536,-71.10144945142855,POINT(-71.10144945142855 42.26464944600536),105
486,42.26718975059576,-71.1036881072341,POINT(-71.1036881072341 42.26718975059576),478
487,42.26514011000001,-71.1056866177466,POINT(-71.1056866177466 42.26514011000001),364
488,42.264013666188276,-71.10797631497759,POINT(-71.10797631497759 42.264013666188276),228
489,42.26748881710143,-71.10965241536229,POINT(-71.10965241536229 42.26748881710143),420
49,42.38497676570178,-71.07461632710522,POINT(-71.07461632710522 42.38497676570178),343
490,42.2741657567017,-71.11394263251314,POINT(-71.11394263251314 42.2741657567017),315
491,42.26929837840908,-71.1129045043182,POINT(-71.1129045043182 42.26929837840908),148
492,42.26730957600001,-71.11352064319037,POINT(-71.11352064319037 42.26730957600001),148
493,42.26247761746968,-71.11223464554992,POINT(-71.11223464554992 42.26247761746968),428
494,42.26234740360736,-71.11593096789964,POINT(-71.11593096789964 42.26234740360736),272
495,42.263636594642975,-71.1207524207416,POINT(-71.1207524207416 42.263636594642975),51
496,42.28726843077028,-71.11593659955615,POINT(-71.11593659955615 42.28726843077028),392
497,42.26903564741934,-71.11702203419352,POINT(-71.11702203419352 42.26903564741934),361
498,42.273600627600466,-71.11896681521401,POINT(-71.11896681521401 42.273600627600466),29
499,42.278162991462345,-71.11714338853758,POINT(-71.11714338853758 42.278162991462345),223
5,42.38464555401959,-71.00212427941179,POINT(-71.00212427941179 42.38464555401959),65
50,42.38148448915088,-71.07502441133654,POINT(-71.07502441133654 42.38148448915088),412
500,42.28028095026669,-71.11485571222228,POINT(-71.11485571222228 42.28028095026669),389
501,42.28089360119061,-71.11830177510036,POINT(-71.11830177510036 42.28089360119061),223
502,42.28571457206344,-71.11626170751326,POINT(-71.11626170751326 42.28571457206344),392
503,42.284853088956886,-71.11095737414995,POINT(-71.11095737414995 42.284853088956886),1
504,42.28727727970299,-71.1152055846535,POINT(-71.1152055846535 42.28727727970299),392
505,42.28907811777779,-71.11461970166665,POINT(-71.11461970166665 42.28907811777779),359
506,42.290366445040696,-71.11394347048785,POINT(-71.11394347048785 42.290366445040696),359
507,42.28828153293337,-71.11820755793333,POINT(-71.11820755793333 42.28828153293337),106
508,42.293110400334044,-71.117003562279,POINT(-71.117003562279 42.293110400334044),418
509,42.29623673345536,-71.1140420043019,POINT(-71.1140420043019 42.29623673345536),151
51,42.382639470319155,-71.07173357659569,POINT(-71.07173357659569 42.382639470319155),142
510,42.300450959931176,-71.11136527669734,POINT(-71.11136527669734 42.300450959931176),332
511,42.25592167476923,-71.1117790796923,POINT(-71.1117790796923 42.25592167476923),52
512,42.258766171558314,-71.1136108942532,POINT(-71.1136108942532 42.258766171558314),162
513,42.25159931335767,-71.11255376525546,POINT(-71.11255376525546 42.25159931335767),245
514,42.24935254555557,-71.11204945833335,POINT(-71.11204945833335 42.24935254555557),245
515,42.24648345043858,-71.11601010017546,POINT(-71.11601010017546 42.24648345043858),186
516,42.25615663000002,-71.11498863150983,POINT(-71.11498863150983 42.25615663000002),162
517,42.245522071298076,-71.12148035894235,POINT(-71.12148035894235 42.245522071298076),46
518,42.248025540414915,-71.12227115962651,POINT(-71.12227115962651 42.248025540414915),248
519,42.2574820717191,-71.12032475456739,POINT(-71.12032475456739 42.2574820717191),447
520,42.256893601634204,-71.12356572480309,POINT(-71.12356572480309 42.256893601634204),230
521,42.25504825497875,-71.1227555470663,POINT(-71.1227555470663 42.25504825497875),230
522,42.25166208305378,-71.12504302483624,POINT(-71.12504302483624 42.25166208305378),401
523,42.244600947097574,-71.12925406396538,POINT(-71.12925406396538 42.244600947097574),119
524,42.24239141610856,-71.1240569220814,POINT(-71.1240569220814 42.24239141610856),302
525,42.23890484905597,-71.1275778733481,POINT(-71.1275778733481 42.23890484905597),288
526,42.23437429833335,-71.12950356184211,POINT(-71.12950356184211 42.23437429833335),87
527,42.23695911755676,-71.13132966701704,POINT(-71.13132966701704 42.23695911755676),488
528,42.23487147597703,-71.13791311252876,POINT(-71.13791311252876 42.23487147597703),218
529,42.24120435598933,-71.13937310887704,POINT(-71.13937310887704 42.24120435598933),8
53,42.37899783185182,-71.0692170548149,POINT(-71.0692170548149 42.37899783185182),18
530,42.240110975000015,-71.13563287727844,POINT(-71.13563287727844 42.240110975000015),318
531,42.242687046388916,-71.13375779631943,POINT(-71.13375779631943 42.242687046388916),456
532,42.243042298981464,-71.13757817347229,POINT(-71.13757817347229 42.243042298981464),8
533,42.247608645454534,-71.13226946767367,POINT(-71.13226946767367 42.247608645454534),345
534,42.24460677868421,-71.13988755796046,POINT(-71.13988755796046 42.24460677868421),470
535,42.250591398172055,-71.14055655279569,POINT(-71.14055655279569 42.250591398172055),195
536,42.25181130313432,-71.1436336797015,POINT(-71.1436336797015 42.25181130313432),427
537,42.25552623933331,-71.14101638653328,POINT(-71.14101638653328 42.25552623933331),86
538,42.256322739444464,-71.13025632518519,POINT(-71.13025632518519 42.256322739444464),199
539,42.25182455984847,-71.133111745303,POINT(-71.133111745303 42.25182455984847),382
54,42.378814757981374,-71.06630070364263,POINT(-71.06630070364263 42.378814757981374),250
540,42.254008573712554,-71.13056011257491,POINT(-71.13056011257491 42.254008573712554),199
541,42.253840876932514,-71.13073623877304,POINT(-71.13073623877304 42.253840876932514),199
542,42.25484347875387,-71.12731144052967,POINT(-71.12731144052967 42.25484347875387),19
543,42.25626218442859,-71.12762524661903,POINT(-71.12762524661903 42.25626218442859),19
544,42.260013779999824,-71.12568619680913,POINT(-71.12568619680913 42.260013779999824),333
545,42.261313521605736,-71.12932418474445,POINT(-71.12932418474445 42.261313521605736),200
546,42.26519320148652,-71.12560627668913,POINT(-71.12560627668913 42.26519320148652),226
547,42.26831538469882,-71.12889086090358,POINT(-71.12889086090358 42.26831538469882),432
548,42.271298939856166,-71.13030681323742,POINT(-71.13030681323742 42.271298939856166),188
549,42.26091614820697,-71.15605497600002,POINT(-71.15605497600002 42.26091614820697),425
55,42.376959408697076,-71.06444762179156,POINT(-71.06444762179156 42.376959408697076),250
550,42.27456453663289,-71.13695709701021,POINT(-71.13695709701021 42.27456453663289),49
551,42.276071471125,-71.13199337045829,POINT(-71.13199337045829 42.276071471125),176
552,42.27871825022949,-71.13165609121306,POINT(-71.13165609121306 42.27871825022949),176
553,42.27300318864491,-71.12615923565414,POINT(-71.12615923565414 42.27300318864491),113
554,42.27169393971017,-71.12387533521736,POINT(-71.12387533521736 42.27169393971017),113
555,42.27592269714291,-71.12350852432347,POINT(-71.12350852432347 42.27592269714291),400
556,42.27914237318322,-71.12158208897904,POINT(-71.12158208897904 42.27914237318322),499
557,42.28029964291665,-71.12715197099996,POINT(-71.12715197099996 42.28029964291665),358
558,42.28299222054362,-71.1246845544204,POINT(-71.1246845544204 42.28299222054362),125
559,42.282569344316734,-71.1310265344101,POINT(-71.1310265344101 42.282569344316734),285
56,42.37639251783969,-71.06243192038326,POINT(-71.06243192038326 42.37639251783969),481
560,42.28470823041556,-71.12778689520795,POINT(-71.12778689520795 42.28470823041556),285
561,42.28405289262331,-71.12169886571446,POINT(-71.12169886571446 42.28405289262331),125
562,42.287331059862375,-71.12622784834947,POINT(-71.12622784834947 42.287331059862375),368
563,42.29008180437879,-71.1218215329661,POINT(-71.1218215329661 42.29008180437879),74
564,42.29474316203676,-71.11940702195513,POINT(-71.11940702195513 42.29474316203676),271
566,42.30885051688902,-71.08713110708891,POINT(-71.08713110708891 42.30885051688902),131
567,42.30623997135,-71.10208261394996,POINT(-71.10208261394996 42.30623997135),275
568,42.31050077487179,-71.0970476326923,POINT(-71.0970476326923 42.31050077487179),299
569,42.303727365074685,-71.10878809447765,POINT(-71.10878809447765 42.303727365074685),196
57,42.37589945255394,-71.06051306618704,POINT(-71.06051306618704 42.37589945255394),481
570,42.30629714202538,-71.10478990932066,POINT(-71.10478990932066 42.30629714202538),275
571,42.31051733690087,-71.10135258052252,POINT(-71.10135258052252 42.31051733690087),11
572,42.316003413769984,-71.09612423874388,POINT(-71.09612423874388 42.316003413769984),40
573,42.30851128420584,-71.10706530890057,POINT(-71.10706530890057 42.30851128420584),404
574,42.30988467750665,-71.10415537779843,POINT(-71.10415537779843 42.30988467750665),11
575,42.3135397459896,-71.10149027406239,POINT(-71.10149027406239 42.3135397459896),378
576,42.315182617767846,-71.1035891147617,POINT(-71.1035891147617 42.315182617767846),242
577,42.31569382335652,-71.10043642296966,POINT(-71.10043642296966 42.31569382335652),378
578,42.32118713176806,-71.10620424689716,POINT(-71.10620424689716 42.32118713176806),370
579,42.32196906837135,-71.10249132978637,POINT(-71.10249132978637 42.32196906837135),277
58,42.37599980367081,-71.06706888608949,POINT(-71.06706888608949 42.37599980367081),487
581,42.3231140763237,-71.1031291342885,POINT(-71.1031291342885 42.3231140763237),277
582,42.32882683652152,-71.11413230186132,POINT(-71.11413230186132 42.32882683652152),134
583,42.32457452632511,-71.105873670636,POINT(-71.105873670636 42.32457452632511),497
584,42.32703119014375,-71.10391555868563,POINT(-71.10391555868563 42.32703119014375),115
585,42.32955826457571,-71.10403857306072,POINT(-71.10403857306072 42.32955826457571),115
586,42.32902911373855,-71.09995432449668,POINT(-71.09995432449668 42.32902911373855),67
587,42.33122699927564,-71.09850302460278,POINT(-71.09850302460278 42.33122699927564),143
588,42.332225016970966,-71.0957963100722,POINT(-71.0957963100722 42.332225016970966),436
589,42.33567498102565,-71.09416844128205,POINT(-71.09416844128205 42.33567498102565),408
59,42.373942417105226,-71.06485338507512,POINT(-71.06485338507512 42.373942417105226),423
590,42.33795716945207,-71.09269279739722,POINT(-71.09269279739722 42.33795716945207),0
591,42.34617563583006,-71.09001990687253,POINT(-71.09001990687253 42.34617563583006),327
592,42.288777490785776,-71.11717419892868,POINT(-71.11717419892868 42.288777490785776),106
593,42.33652127166669,-71.10709448234226,POINT(-71.10709448234226 42.33652127166669),279
594,42.34196443019428,-71.08474507807769,POINT(-71.08474507807769 42.34196443019428),91
595,42.34000040421875,-71.09158998859368,POINT(-71.09158998859368 42.34000040421875),0
596,42.35053504428576,-71.0906474574027,POINT(-71.0906474574027 42.35053504428576),54
597,42.33955667095238,-71.08180183560427,POINT(-71.08180183560427 42.33955667095238),187
598,42.346725320846936,-71.08611600434433,POINT(-71.08611600434433 42.346725320846936),348
599,42.35008559264706,-71.10199205617644,POINT(-71.10199205617644 42.35008559264706),192
60,42.372619463342176,-71.0628445418183,POINT(-71.0628445418183 42.372619463342176),104
600,42.33641988385419,-71.09647126020832,POINT(-71.09647126020832 42.33641988385419),241
601,42.33259867722629,-71.09864977284666,POINT(-71.09864977284666 42.33259867722629),143
602,42.33418622312384,-71.10225573212168,POINT(-71.10225573212168 42.33418622312384),393
603,42.333106008089125,-71.1032060713665,POINT(-71.1032060713665 42.333106008089125),393
604,42.3321563062135,-71.10510581944176,POINT(-71.10510581944176 42.3321563062135),175
605,42.33210704961608,-71.10730978148081,POINT(-71.10730978148081 42.33210704961608),445
606,42.33065717520702,-71.11010086835795,POINT(-71.11010086835795 42.33065717520702),138
607,42.32587285527472,-71.10823266113563,POINT(-71.10823266113563 42.32587285527472),283
608,42.32750818648656,-71.11209743659903,POINT(-71.11209743659903 42.32750818648656),134
609,42.323478908972,-71.11126014149538,POINT(-71.11126014149538 42.323478908972),388
61,42.36620128719527,-71.061373229645,POINT(-71.061373229645 42.36620128719527),39
610,42.32208999077847,-71.11426419556877,POINT(-71.11426419556877 42.32208999077847),26
611,42.33400167294816,-71.10857379606934,POINT(-71.10857379606934 42.33400167294816),445
612,42.336284346706655,-71.1059951001351,POINT(-71.1059951001351 42.336284346706655),279
613,42.33999159362779,-71.10781149750795,POINT(-71.10781149750795 42.33999159362779),461
614,42.33926363669391,-71.1049606522858,POINT(-71.1049606522858 42.33926363669391),33
615,42.337523989428526,-71.10143808828575,POINT(-71.10143808828575 42.337523989428526),479
616,42.337445194150924,-71.09847529880496,POINT(-71.09847529880496 42.337445194150924),241
617,42.338807915660404,-71.0946457891321,POINT(-71.0946457891321 42.338807915660404),0
618,42.341937253169796,-71.08952464465666,POINT(-71.08952464465666 42.341937253169796),227
619,42.34346083709501,-71.08763611656912,POINT(-71.08763611656912 42.34346083709501),227
62,42.36464863058816,-71.06833902433817,POINT(-71.06833902433817 42.36464863058816),110
620,42.3456908968025,-71.08789927216993,POINT(-71.08789927216993 42.3456908968025),348
621,42.349429796507344,-71.09003998089436,POINT(-71.09003998089436 42.349429796507344),54
622,42.34973157430029,-71.09588632259403,POINT(-71.09588632259403 42.34973157430029),111
623,42.3487243072952,-71.09544984487704,POINT(-71.09544984487704 42.3487243072952),111
624,42.34595806427067,-71.09658943232435,POINT(-71.09658943232435 42.34595806427067),336
625,42.34283576781174,-71.09545014592882,POINT(-71.09545014592882 42.34283576781174),220
