reporting_area,lat,long,geom,reporting_cluster
626,42.340847877777755,-71.09469974628088,POINT(-71.09469974628088 42.340847877777755),220
627,42.3441820765878,-71.0994222940061,POINT(-71.0994222940061 42.3441820765878),128
628,42.34499092708893,-71.10146085386651,POINT(-71.10146085386651 42.34499092708893),128
629,42.346564678636334,-71.1036699331062,POINT(-71.1036699331062 42.346564678636334),380
63,42.36304224650305,-71.06248375809245,POINT(-71.06248375809245 42.36304224650305),495
630,42.34760181978726,-71.10543485648947,POINT(-71.10543485648947 42.34760181978726),380
631,42.34914878008066,-71.10183835951611,POINT(-71.10183835951611 42.34914878008066),192
632,42.350330769565204,-71.10746318478256,POINT(-71.10746318478256 42.350330769565204),58
633,42.318887461186414,-71.11969222745759,POINT(-71.11969222745759 42.318887461186414),267
634,42.320825988167165,-71.11222436717037,POINT(-71.11222436717037 42.320825988167165),463
635,42.3189667061215,-71.11264043065418,POINT(-71.11264043065418 42.3189667061215),463
636,42.32042091453333,-71.10870826186677,POINT(-71.10870826186677 42.32042091453333),144
637,42.317884270889735,-71.10879460167259,POINT(-71.10879460167259 42.317884270889735),144
638,42.31781263927009,-71.10618860985402,POINT(-71.10618860985402 42.31781263927009),144
639,42.31545364297423,-71.11199973264392,POINT(-71.11199973264392 42.31545364297423),101
64,42.362322331368844,-71.06964086614566,POINT(-71.06964086614566 42.362322331368844),407
640,42.314218631129016,-71.10702396870975,POINT(-71.10702396870975 42.314218631129016),224
641,42.316554928145365,-71.1142724433454,POINT(-71.1142724433454 42.316554928145365),101
642,42.31325557231044,-71.11484675657042,POINT(-71.11484675657042 42.31325557231044),274
643,42.31116790885242,-71.11555496131139,POINT(-71.11555496131139 42.31116790885242),274
644,42.31029912158467,-71.1190878622951,POINT(-71.1190878622951 42.31029912158467),156
645,42.31189593846325,-71.11321690061476,POINT(-71.11321690061476 42.31189593846325),274
646,42.309126827379636,-71.11396186219248,POINT(-71.11396186219248 42.309126827379636),455
647,42.30974553215276,-71.10922662770832,POINT(-71.10922662770832 42.30974553215276),404
648,42.30627495669755,-71.11348427632724,POINT(-71.11348427632724 42.30627495669755),48
649,42.30820369227724,-71.11718866846535,POINT(-71.11718866846535 42.30820369227724),385
65,42.36175779492919,-71.06565480165645,POINT(-71.06565480165645 42.36175779492919),166
650,42.30557332910257,-71.11757288423075,POINT(-71.11757288423075 42.30557332910257),385
651,42.304100424746316,-71.11406892782618,POINT(-71.11406892782618 42.304100424746316),260
652,42.301895205696184,-71.11635588610748,POINT(-71.11635588610748 42.301895205696184),419
653,42.31288567618181,-71.12476908672727,POINT(-71.12476908672727 42.31288567618181),300
654,42.310631642857146,-71.1309497740476,POINT(-71.1309497740476 42.310631642857146),213
655,42.30818106499999,-71.12587658129031,POINT(-71.12587658129031 42.30818106499999),32
656,42.305018226444446,-71.13288679322224,POINT(-71.13288679322224 42.305018226444446),237
657,42.30211704512955,-71.12640219668548,POINT(-71.12640219668548 42.30211704512955),257
658,42.29926408386362,-71.1330454643182,POINT(-71.1330454643182 42.29926408386362),109
659,42.29436320039999,-71.14249337719998,POINT(-71.14249337719998 42.29436320039999),353
66,42.359920444444505,-71.06983356794011,POINT(-71.06983356794011 42.359920444444505),407
660,42.29489644255318,-71.13767563212765,POINT(-71.13767563212765 42.29489644255318),149
661,42.289140848139546,-71.13254150209303,POINT(-71.13254150209303 42.289140848139546),431
662,42.29098091045455,-71.1304590548485,POINT(-71.1304590548485 42.29098091045455),320
663,42.29231581785713,-71.13201772452382,POINT(-71.13201772452382 42.29231581785713),320
664,42.29243674474888,-71.12204548634703,POINT(-71.12204548634703 42.29243674474888),74
665,42.295675635384605,-71.12293080846156,POINT(-71.12293080846156 42.295675635384605),263
667,42.28919080442857,-71.12931164028574,POINT(-71.12931164028574 42.28919080442857),5
668,42.278160214157325,-71.13508041269664,POINT(-71.13508041269664 42.278160214157325),49
669,42.29808846217391,-71.14403762826088,POINT(-71.14403762826088 42.29808846217391),209
67,42.35994821902962,-71.06672753128976,POINT(-71.06672753128976 42.35994821902962),166
670,42.29582535823529,-71.13298611905883,POINT(-71.13298611905883 42.29582535823529),440
671,42.2952974921739,-71.12714235521736,POINT(-71.12714235521736 42.2952974921739),386
672,42.28806258927536,-71.1340502447826,POINT(-71.1340502447826 42.28806258927536),431
673,42.29168551341178,-71.135512854,POINT(-71.135512854 42.29168551341178),219
674,42.289814026055055,-71.13618252211006,POINT(-71.13618252211006 42.289814026055055),219
675,42.28871126076922,-71.13836600076918,POINT(-71.13836600076918 42.28871126076922),219
676,42.28785105537818,-71.14291190504206,POINT(-71.14291190504206 42.28785105537818),244
677,42.290625869064755,-71.1419598794964,POINT(-71.1419598794964 42.290625869064755),34
678,42.29261061903226,-71.14361005580646,POINT(-71.14361005580646 42.29261061903226),353
679,42.28586356878229,-71.13337574704794,POINT(-71.13337574704794 42.28586356878229),208
68,42.35993897579328,-71.06374061720163,POINT(-71.06374061720163 42.35993897579328),307
680,42.28418557666647,-71.1293286818761,POINT(-71.1293286818761 42.28418557666647),285
681,42.282062635234006,-71.13518512745617,POINT(-71.13518512745617 42.282062635234006),384
682,42.28395143352383,-71.13860949752379,POINT(-71.13860949752379 42.28395143352383),103
683,42.281775641874994,-71.140236885,POINT(-71.140236885 42.281775641874994),269
684,42.280764045862064,-71.14215331310344,POINT(-71.14215331310344 42.280764045862064),269
685,42.27832139149778,-71.13853325797359,POINT(-71.13853325797359 42.27832139149778),49
686,42.28401041569624,-71.14457571746838,POINT(-71.14457571746838 42.28401041569624),460
687,42.28577178713564,-71.14156080289014,POINT(-71.14156080289014 42.28577178713564),244
688,42.294361918,-71.14814363822221,POINT(-71.14814363822221 42.294361918),484
689,42.2932596116,-71.150907002,POINT(-71.150907002 42.2932596116),239
69,42.356741601488956,-71.07101886400737,POINT(-71.07101886400737 42.356741601488956),254
690,42.29014978047618,-71.14862331714284,POINT(-71.14862331714284 42.29014978047618),95
691,42.287370387708705,-71.14875967220775,POINT(-71.14875967220775 42.287370387708705),405
692,42.29211970526318,-71.15292869368425,POINT(-71.15292869368425 42.29211970526318),239
693,42.29402497528731,-71.15588071678157,POINT(-71.15588071678157 42.29402497528731),421
694,42.29291729188678,-71.15890645924527,POINT(-71.15890645924527 42.29291729188678),66
695,42.28725619782979,-71.15414570182982,POINT(-71.15414570182982 42.28725619782979),172
696,42.28881312539327,-71.15402891977524,POINT(-71.15402891977524 42.28881312539327),172
697,42.285612579749966,-71.14967882249995,POINT(-71.14967882249995 42.285612579749966),405
698,42.28076859405406,-71.1461777489189,POINT(-71.1461777489189 42.28076859405406),7
699,42.275992733529414,-71.1423421935294,POINT(-71.1423421935294 42.275992733529414),402
7,42.388096593218755,-71.00467346312496,POINT(-71.00467346312496 42.388096593218755),193
70,42.35481807447028,-71.06781229443335,POINT(-71.06781229443335 42.35481807447028),351
700,42.27787887326086,-71.14569397826084,POINT(-71.14569397826084 42.27787887326086),217
701,42.28008145576925,-71.14839420173072,POINT(-71.14839420173072 42.28008145576925),7
702,42.28312960061404,-71.15153455254384,POINT(-71.15153455254384 42.28312960061404),232
703,42.28148141849619,-71.15690348278194,POINT(-71.15690348278194 42.28148141849619),41
704,42.27688776958334,-71.14932049305555,POINT(-71.14932049305555 42.27688776958334),367
705,42.27368723688172,-71.14576190354839,POINT(-71.14576190354839 42.27368723688172),71
706,42.27198424429579,-71.14741673302818,POINT(-71.14741673302818 42.27198424429579),71
707,42.26960287506179,-71.14891136790125,POINT(-71.14891136790125 42.26960287506179),249
708,42.27475162295455,-71.15175262386363,POINT(-71.15175262386363 42.27475162295455),293
709,42.278814859848495,-71.1571098619697,POINT(-71.1571098619697 42.278814859848495),477
71,42.35803298264156,-71.06433786867916,POINT(-71.06433786867916 42.35803298264156),307
710,42.26908166647825,-71.15380590482609,POINT(-71.15380590482609 42.26908166647825),63
711,42.27024725146067,-71.14868053707868,POINT(-71.14868053707868 42.27024725146067),249
712,42.26404827323146,-71.15626269537103,POINT(-71.15626269537103 42.26404827323146),259
713,42.30638801067429,-71.09358212479123,POINT(-71.09358212479123 42.30638801067429),127
714,42.27201684535157,-71.14817546863283,POINT(-71.14817546863283 42.27201684535157),71
715,42.26587306862904,-71.16467303153222,POINT(-71.16467303153222 42.26587306862904),365
716,42.27018850858155,-71.16323808361705,POINT(-71.16323808361705 42.27018850858155),50
717,42.27228979746266,-71.16143075850749,POINT(-71.16143075850749 42.27228979746266),50
718,42.274269388250005,-71.16352931624999,POINT(-71.16352931624999 42.274269388250005),468
719,42.277396971704555,-71.16053132931816,POINT(-71.16053132931816 42.277396971704555),278
72,42.35989714815257,-71.06228572137827,POINT(-71.06228572137827 42.35989714815257),307
720,42.27959734849061,-71.15960746773578,POINT(-71.15960746773578 42.27959734849061),278
721,42.27629497233336,-71.16537002255556,POINT(-71.16537002255556 42.27629497233336),233
722,42.273928938333306,-71.1682062172807,POINT(-71.1682062172807 42.273928938333306),161
723,42.26700695851294,-71.16862098747194,POINT(-71.16862098747194 42.26700695851294),92
724,42.269977012733996,-71.17177670014996,POINT(-71.17177670014996 42.269977012733996),335
725,42.275222658617054,-71.16985807648935,POINT(-71.16985807648935 42.275222658617054),161
726,42.27736402828025,-71.16452297414007,POINT(-71.16452297414007 42.27736402828025),233
727,42.27935718101442,-71.17027744413045,POINT(-71.17027744413045 42.27935718101442),93
728,42.27942778581698,-71.1726828963398,POINT(-71.1726828963398 42.27942778581698),93
729,42.28494114228277,-71.17378113021755,POINT(-71.17378113021755 42.28494114228277),297
73,42.35932623243098,-71.06046377361896,POINT(-71.06046377361896 42.35932623243098),78
730,42.28098670321208,-71.16959678163627,POINT(-71.16959678163627 42.28098670321208),93
731,42.28229870865168,-71.16634140089892,POINT(-71.16634140089892 42.28229870865168),406
732,42.282693763983055,-71.16278835737288,POINT(-71.16278835737288 42.282693763983055),191
733,42.28601584114286,-71.16530679300004,POINT(-71.16530679300004 42.28601584114286),265
734,42.28403915428574,-71.1606921518182,POINT(-71.1606921518182 42.28403915428574),191
735,42.284556668897665,-71.15734731795276,POINT(-71.15734731795276 42.284556668897665),439
736,42.2857655448305,-71.15592123864405,POINT(-71.15592123864405 42.2857655448305),439
737,42.28873065925,-71.16074358824999,POINT(-71.16074358824999 42.28873065925),331
738,42.2915957264865,-71.16274335729727,POINT(-71.16274335729727 42.2915957264865),383
739,42.2895518935,-71.16452838800002,POINT(-71.16452838800002 42.2895518935),317
74,42.36248255419615,-71.06174538821473,POINT(-71.06174538821473 42.36248255419615),495
740,42.290624168,-71.1659003144,POINT(-71.1659003144 42.290624168),317
741,42.28857367108107,-71.16858308135139,POINT(-71.16858308135139 42.28857367108107),411
742,42.28735959057141,-71.16749529428573,POINT(-71.16749529428573 42.28735959057141),411
743,42.28651187642858,-71.16984243214287,POINT(-71.16984243214287 42.28651187642858),15
744,42.28539680479999,-71.17172980559998,POINT(-71.17172980559998 42.28539680479999),297
745,42.294944612307695,-71.17160372307693,POINT(-71.17160372307693 42.294944612307695),102
746,42.29394495675002,-71.16932792025,POINT(-71.16932792025 42.29394495675002),102
747,42.29268423586208,-71.16619665689656,POINT(-71.16619665689656 42.29268423586208),117
748,42.29922170130989,-71.16237014198072,POINT(-71.16237014198072 42.29922170130989),197
749,42.337278769826305,-71.15778838729167,POINT(-71.15778838729167 42.337278769826305),316
75,42.36445753597571,-71.06185035251805,POINT(-71.06185035251805 42.36445753597571),39
750,42.34315706129497,-71.16004817122308,POINT(-71.16004817122308 42.34315706129497),252
751,42.34458090706963,-71.16646105941396,POINT(-71.16646105941396 42.34458090706963),150
753,42.347605025714316,-71.17037668142856,POINT(-71.17037668142856 42.347605025714316),308
754,42.35049655925229,-71.16839906780383,POINT(-71.16839906780383 42.35049655925229),80
755,42.35164986117854,-71.15896104703573,POINT(-71.15896104703573 42.35164986117854),30
756,42.352955260108075,-71.16941456248655,POINT(-71.16941456248655 42.352955260108075),80
757,42.355856544143585,-71.16589005049725,POINT(-71.16589005049725 42.355856544143585),261
758,42.35073726000006,-71.16563834114184,POINT(-71.16563834114184 42.35073726000006),261
759,42.35333057816966,-71.16559264232134,POINT(-71.16559264232134 42.35333057816966),261
76,42.36458764112782,-71.05999905618225,POINT(-71.05999905618225 42.36458764112782),39
760,42.35062666252334,-71.16204644813087,POINT(-71.16204644813087 42.35062666252334),30
761,42.35053105169397,-71.1597517315301,POINT(-71.1597517315301 42.35053105169397),30
762,42.34774722031495,-71.15850996,POINT(-71.15850996 42.34774722031495),443
763,42.35031988100474,-71.15644662655504,POINT(-71.15644662655504 42.35031988100474),471
764,42.353687507333355,-71.15602199370373,POINT(-71.15602199370373 42.353687507333355),360
765,42.352702993083916,-71.15858569083835,POINT(-71.15858569083835 42.352702993083916),30
766,42.35601529086957,-71.15927539211953,POINT(-71.15927539211953 42.35601529086957),229
767,42.359219964495516,-71.15357760733966,POINT(-71.15357760733966 42.359219964495516),381
768,42.356339426017826,-71.15126149360171,POINT(-71.15126149360171 42.356339426017826),3
769,42.35404630137408,-71.15252053793898,POINT(-71.15252053793898 42.35404630137408),3
77,42.361353398822914,-71.05996293932151,POINT(-71.05996293932151 42.361353398822914),78
770,42.35054008258308,-71.15343410022146,POINT(-71.15343410022146 42.35054008258308),147
771,42.348313139108924,-71.15367751522754,POINT(-71.15367751522754 42.348313139108924),147
772,42.345623038545476,-71.1550458878788,POINT(-71.1550458878788 42.345623038545476),81
773,42.34119180957144,-71.15667892231433,POINT(-71.15667892231433 42.34119180957144),457
774,42.339545511052656,-71.15429137574726,POINT(-71.15429137574726 42.339545511052656),130
775,42.341793196273784,-71.15199166300366,POINT(-71.15199166300366 42.341793196273784),309
776,42.34322765513325,-71.14940618815977,POINT(-71.14940618815977 42.34322765513325),486
777,42.346714979600016,-71.14943195763998,POINT(-71.14943195763998 42.346714979600016),198
778,42.349017411394804,-71.1492282968075,POINT(-71.1492282968075 42.349017411394804),198
779,42.35212910887463,-71.14861123250803,POINT(-71.14861123250803 42.35212910887463),323
78,42.36172703685348,-71.05707821969268,POINT(-71.05707821969268 42.36172703685348),373
780,42.354989412472264,-71.14859582461257,POINT(-71.14859582461257 42.354989412472264),323
781,42.35461024244278,-71.14555495809167,POINT(-71.14555495809167 42.35461024244278),88
782,42.35292295524691,-71.14267284432111,POINT(-71.14267284432111 42.35292295524691),203
783,42.35005967699163,-71.14358924457852,POINT(-71.14358924457852 42.35005967699163),284
784,42.34841252253854,-71.14302493062725,POINT(-71.14302493062725 42.34841252253854),284
785,42.34375595312078,-71.14070136373569,POINT(-71.14070136373569 42.34375595312078),28
786,42.34192106304584,-71.1434517787338,POINT(-71.1434517787338 42.34192106304584),246
787,42.339499186176475,-71.14725640333336,POINT(-71.14725640333336 42.339499186176475),170
788,42.34051953888575,-71.14648161422855,POINT(-71.14648161422855 42.34051953888575),170
789,42.33769218392951,-71.15121717821138,POINT(-71.15121717821138 42.33769218392951),57
79,42.365910689166626,-71.0579129771773,POINT(-71.0579129771773 42.365910689166626),108
790,42.33692611031979,-71.14887951235471,POINT(-71.14887951235471 42.33692611031979),57
791,42.34406255666665,-71.14098364816354,POINT(-71.14098364816354 42.34406255666665),28
792,42.34647040857402,-71.13852736059246,POINT(-71.13852736059246 42.34647040857402),395
793,42.348179496783835,-71.1342026381907,POINT(-71.1342026381907 42.348179496783835),159
794,42.350603710398,-71.13393987414713,POINT(-71.13393987414713 42.350603710398),493
795,42.35196832927988,-71.13742926342798,POINT(-71.13742926342798 42.35196832927988),441
796,42.35111117394075,-71.12878325701493,POINT(-71.12878325701493 42.35111117394075),83
798,42.35244692868807,-71.1230461478132,POINT(-71.1230461478132 42.35244692868807),290
799,42.353920674989965,-71.12876315410097,POINT(-71.12876315410097 42.353920674989965),83
8,42.390183758151295,-71.00381821705885,POINT(-71.00381821705885 42.390183758151295),296
80,42.36625509534881,-71.0560812963179,POINT(-71.0560812963179 42.36625509534881),108
800,42.354369006877214,-71.12916324917582,POINT(-71.12916324917582 42.354369006877214),83
801,42.35447030890085,-71.1315853615269,POINT(-71.1315853615269 42.35447030890085),454
802,42.353804716804966,-71.13387185856027,POINT(-71.13387185856027 42.353804716804966),454
803,42.35482920203312,-71.13641910780221,POINT(-71.13641910780221 42.35482920203312),17
804,42.35573780724895,-71.14227461534907,POINT(-71.14227461534907 42.35573780724895),203
805,42.35907735108491,-71.1438793489623,POINT(-71.1438793489623 42.35907735108491),221
806,42.36149868562886,-71.14269036305166,POINT(-71.14269036305166 42.36149868562886),221
807,42.362293937549666,-71.13820239298018,POINT(-71.13820239298018 42.362293937549666),118
808,42.35905304739133,-71.14039211217387,POINT(-71.14039211217387 42.35905304739133),426
809,42.35839701744075,-71.13498110511858,POINT(-71.13498110511858 42.35839701744075),342
81,42.36745489572138,-71.05523294213916,POINT(-71.05523294213916 42.36745489572138),235
810,42.36068412145453,-71.13419520745457,POINT(-71.13419520745457 42.36068412145453),342
811,42.36246862751092,-71.13255158327509,POINT(-71.13255158327509 42.36246862751092),430
812,42.36472884754843,-71.12860007193541,POINT(-71.12860007193541 42.36472884754843),273
813,42.364915245999995,-71.1232176305714,POINT(-71.1232176305714 42.364915245999995),153
814,42.3602892092355,-71.12657455727829,POINT(-71.12657455727829 42.3602892092355),286
815,42.35962238246214,-71.13141152189405,POINT(-71.13141152189405 42.35962238246214),154
816,42.35349295663676,-71.14003709528404,POINT(-71.14003709528404 42.35349295663676),203
817,42.28840261638564,-71.06513504775111,POINT(-71.06513504775111 42.28840261638564),139
818,42.28113206288461,-71.10690295153847,POINT(-71.10690295153847 42.28113206288461),225
82,42.36738746341123,-71.05379202406557,POINT(-71.05379202406557 42.36738746341123),235
820,42.35872387708741,-71.12191289242716,POINT(-71.12191289242716 42.35872387708741),59
821,42.2580743444811,-71.15770194198119,POINT(-71.15770194198119 42.2580743444811),24
823,42.31259163578374,-71.06053875135102,POINT(-71.06053875135102 42.31259163578374),469
824,42.379695380270746,-71.0334541902708,POINT(-71.0334541902708 42.379695380270746),234
825,42.268847149268304,-71.14369947878046,POINT(-71.14369947878046 42.268847149268304),314
83,42.36657067429007,-71.05343519132718,POINT(-71.05343519132718 42.36657067429007),235
84,42.36405730101548,-71.0549669661351,POINT(-71.0549669661351 42.36405730101548),108
85,42.36454357496616,-71.05690435804043,POINT(-71.05690435804043 42.36454357496616),108
86,42.363907245767734,-71.05664102790273,POINT(-71.05664102790273 42.363907245767734),108
87,42.36589363734807,-71.05203602828732,POINT(-71.05203602828732 42.36589363734807),235
88,42.364247273420965,-71.0533116864736,POINT(-71.0533116864736 42.364247273420965),6
89,42.36318749299605,-71.05193512825917,POINT(-71.05193512825917 42.36318749299605),6
9,42.39240833152375,-71.00907705790472,POINT(-71.00907705790472 42.39240833152375),9
90,42.364080079751574,-71.05095228142865,POINT(-71.05095228142865 42.364080079751574),6
900,42.378381295646115,-71.05767506258066,POINT(-71.05767506258066 42.378381295646115),414
901,42.334153681001176,-71.09752156210016,POINT(-71.09752156210016 42.334153681001176),143
903,42.33592006943586,-71.08152822294224,POINT(-71.08152822294224 42.33592006943586),276
904,42.32986033740837,-71.08087834049739,POINT(-71.08087834049739 42.32986033740837),177
905,42.339607895476476,-71.07097513608164,POINT(-71.07097513608164 42.339607895476476),121
906,42.312127446454866,-71.10644808444587,POINT(-71.10644808444587 42.312127446454866),224
907,42.37113388278883,-71.0419722125708,POINT(-71.0419722125708 42.37113388278883),76
908,42.295421880947444,-71.0903867103948,POINT(-71.0903867103948 42.295421880947444),183
909,42.33395744049169,-71.08817341469245,POINT(-71.08817341469245 42.33395744049169),124
91,42.362160790420475,-71.0536517120723,POINT(-71.0536517120723 42.362160790420475),6
910,42.277114203894826,-71.13680264526333,POINT(-71.13680264526333 42.277114203894826),49
911,42.335485208165416,-71.09250892140047,POINT(-71.09250892140047 42.335485208165416),408
912,42.323480116933894,-71.10066382305754,POINT(-71.10066382305754 42.323480116933894),435
913,42.319249094232696,-71.04218886567055,POINT(-71.04218886567055 42.319249094232696),270
914,42.326650538172515,-71.05388160222627,POINT(-71.05388160222627 42.326650538172515),35
915,42.33120899697357,-71.05041667272661,POINT(-71.05041667272661 42.33120899697357),238
916,42.32488018425518,-71.10146576474175,POINT(-71.10146576474175 42.32488018425518),435
917,42.31506335399998,-71.11549436311111,POINT(-71.11549436311111 42.31506335399998),274
918,42.317758313650785,-71.06149444523807,POINT(-71.06149444523807 42.317758313650785),185
919,42.28743680119402,-71.05785433343286,POINT(-71.05785433343286 42.28743680119402),295
92,42.35929603489218,-71.05841528007598,POINT(-71.05841528007598 42.35929603489218),78
920,42.308477302696595,-71.08921756078655,POINT(-71.08921756078655 42.308477302696595),131
921,42.33092431807233,-71.04139572614463,POINT(-71.04139572614463 42.33092431807233),27
922,42.272822698245605,-71.07981497192978,POINT(-71.07981497192978 42.272822698245605),398
923,42.258665658999995,-71.11639107100001,POINT(-71.11639107100001 42.258665658999995),162
924,42.34429972020622,-71.1436212055669,POINT(-71.1436212055669 42.34429972020622),246
925,42.33294505499989,-71.05284797944454,POINT(-71.05284797944454 42.33294505499989),181
926,42.3437459657143,-71.15311984464284,POINT(-71.15311984464284 42.3437459657143),309
927,42.29380944972972,-71.07001133729723,POINT(-71.07001133729723 42.29380944972972),212
93,42.36028201936165,-71.05612587217375,POINT(-71.05612587217375 42.36028201936165),373
930,42.315090764818315,-71.0974894897729,POINT(-71.0974894897729 42.315090764818315),496
932,42.26762239868424,-71.14956277649111,POINT(-71.14956277649111 42.26762239868424),446
933,42.28419534090914,-71.07157957102278,POINT(-71.07157957102278 42.28419534090914),291
935,42.27278005174234,-71.06791243840908,POINT(-71.06791243840908 42.27278005174234),42
936,42.338494947917994,-71.05409586275216,POINT(-71.05409586275216 42.338494947917994),462
937,42.33687293828943,-71.08015942171055,POINT(-71.08015942171055 42.33687293828943),137
938,42.34607932297258,-71.14364146281119,POINT(-71.14364146281119 42.34607932297258),246
939,42.35552938611924,-71.15211814026686,POINT(-71.15211814026686 42.35552938611924),3
94,42.359889484495376,-71.0542223931506,POINT(-71.0542223931506 42.359889484495376),373
940,42.24379269182417,-71.11963140021963,POINT(-71.11963140021963 42.24379269182417),46
941,42.29294137150727,-71.1193944377393,POINT(-71.1193944377393 42.29294137150727),271
942,42.392726686524256,-71.00851943284871,POINT(-71.00851943284871 42.392726686524256),9
943,42.27832352799399,-71.08278171812391,POINT(-71.08278171812391 42.27832352799399),214
944,42.290656706219146,-71.08503705373151,POINT(-71.08503705373151 42.290656706219146),44
945,42.290738529173495,-71.08642737165277,POINT(-71.08642737165277 42.290738529173495),44
946,42.304813028904064,-71.11571126993148,POINT(-71.11571126993148 42.304813028904064),260
948,42.31920288689445,-71.10065315080737,POINT(-71.10065315080737 42.31920288689445),43
949,42.30833839628322,-71.06478566690261,POINT(-71.06478566690261 42.30833839628322),116
950,42.281954225,-71.080875615,POINT(-71.080875615 42.281954225),25
951,42.263618417021284,-71.10236747670204,POINT(-71.10236747670204 42.263618417021284),105
952,42.34006593443041,-71.07906496291146,POINT(-71.07906496291146 42.34006593443041),210
953,42.33722880031742,-71.07598614571437,POINT(-71.07598614571437 42.33722880031742),13
954,42.36293962816908,-71.05229581669025,POINT(-71.05229581669025 42.36293962816908),6
956,42.34266942743355,-71.14098773407063,POINT(-71.14098773407063 42.34266942743355),28
957,42.27698837262635,-71.12018225252515,POINT(-71.12018225252515 42.27698837262635),99
958,42.32445139705891,-71.05810670588247,POINT(-71.05810670588247 42.32445139705891),415
959,42.2869309852,-71.06397599096002,POINT(-71.06397599096002 42.2869309852),139
96,42.358336134149646,-71.05048643693878,POINT(-71.05048643693878 42.358336134149646),311
960,42.33353758846154,-71.03531817653847,POINT(-71.03531817653847 42.33353758846154),158
961,42.256671018431355,-71.12555816647055,POINT(-71.12555816647055 42.256671018431355),19
962,42.34186752500004,-71.0727221211539,POINT(-71.0727221211539 42.34186752500004),306
97,42.35806389378435,-71.058972332854,POINT(-71.058972332854 42.35806389378435),222
98,42.35690965179872,-71.05806450032904,POINT(-71.05806450032904 42.35690965179872),222
99,42.35788602496696,-71.05611079052977,POINT(-71.05611079052977 42.35788602496696),85
